Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0810104036,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,29,3724
0810104036,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,486,9015
0810104036,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,21002
0810104036,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,29,4080
0810104036,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,486,8612
0810104036,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,15935
0810104036,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,29,3674
0810104036,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,486,9304
0810104036,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,16447
0810104036,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,29,3976
0810104036,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,486,9498
0810104036,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,15298
0810104036,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,29,4070
0810104036,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,486,9219
0810104036,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,16106
0810104036,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,29,4273
0810104036,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,486,9822
0810104036,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,11155
0810104036,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,29,4825
0810104036,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,486,10403
0810104036,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,9926
0810104036,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,29,3980
0810104036,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,486,9474
0810104036,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,16910
0810104036,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,29,3906
0810104036,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,486,8696
0810104036,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,16239
0810104036,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,29,3309
0810104036,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,487,9388
0810104036,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,14822
0810104036,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,29,3657
0810104036,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,487,9121
0810104036,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,19238
0810104036,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,29,3834
0810104036,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,487,8743
0810104036,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,28452
0810104036,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,29,4161
0810104036,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,487,9929
0810104036,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,15046
0810104036,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,29,3943
0810104036,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,487,10186
0810104036,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,16906
0810104036,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,29,4239
0810104036,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,487,8984
0810104036,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,21462
0810104036,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,29,3242
0810104036,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,487,8878
0810104036,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,15549
0810104037,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,39,2307
0810104037,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,532,8639
0810104037,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,39,2603
0810104037,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,532,8294
0810104037,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,39,5338
0810104037,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,532,8532
0810104037,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,39,4800
0810104037,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,532,8540
0810104037,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,39,4726
0810104037,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,532,8232
0810104037,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,39,4084
0810104037,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,532,9090
0810104037,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,39,4678
0810104037,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,532,8769
0810104037,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,39,4370
0810104037,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,532,9285
0810104037,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,39,3210
0810104037,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,532,8450
0810104037,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,39,4819
0810104037,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,532,8377
0810104037,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,39,5516
0810104037,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,532,8270
0810104037,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,39,5088
0810104037,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,532,8490
0810104037,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,39,5502
0810104037,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,532,8317
0810104037,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,39,5037
0810104037,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,532,9426
0810104037,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,39,5248
0810104037,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,533,9361
0810104037,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,39,2942
0810104037,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,533,8270
0810104037,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,39,4569
0810104037,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,533,8312
0810104037,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,39,4178
0810104037,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,533,8662
0810104037,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,39,4716
0810104037,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,533,8480
0810104037,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,39,4811
0810104037,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,533,8379
0810104037,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,39,5365
0810104037,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,533,9356
0810104037,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,39,5144
0810104037,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,533,9435
0810104037,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,39,3665
0810104037,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,533,8508
0810104037,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,39,4608
0810104037,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,533,8193
0810104037,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,39,4595
0810104037,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,533,8693
0810104037,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,39,4728
0810104037,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,533,8602
0810104037,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,39,10786
0810104037,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,533,8351
0810104037,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,39,5657
0810104037,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,533,9398
0810104037,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,39,5393
0810104037,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,533,9678
0810104037,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,39,4095
0810104037,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,533,8503
0810104037,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,39,5803
0810104037,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,533,8779
0810104040,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,17,1868
0810104040,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,348,3747
0810104040,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,17,1770
0810104040,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,348,3460
0810104040,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,17,1889
0810104040,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,348,3378
0810104040,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,17,2182
0810104040,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,348,3555
0810104040,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,17,1955
0810104040,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,348,3483
0810104040,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,17,2087
0810104040,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,348,3466
0810104040,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,17,2117
0810104040,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,348,3611
0810104040,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,17,2202
0810104040,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,348,3905
0810104040,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,17,3460
0810104040,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,348,3412
0810104040,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,17,3828
0810104040,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,348,3413
0810104040,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,17,4100
0810104040,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,348,3347
0810104040,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,17,4041
0810104040,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,348,3393
0810104040,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,18,4279
0810104040,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,348,3318
0810104040,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,18,1613
0810104040,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,348,3666
0810104040,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,18,1568
0810104040,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,348,3793
0810104040,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,18,4590
0810104040,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,348,3245
0810104040,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,18,5892
0810104040,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,348,3411
0810104040,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,18,5691
0810104040,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,348,3398
0810104040,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,18,5442
0810104040,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,348,3336
0810104040,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,18,3692
0810104040,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,349,3306
0810104040,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,18,2162
0810104040,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,349,3652
0810104040,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,18,2576
0810104040,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,349,3472
0810104040,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,18,4859
0810104040,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,349,3565
0810104040,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,18,4551
0810104040,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,349,3356
0810104040,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,18,4863
0810104040,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,349,3467
0810104040,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,18,5013
0810104040,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,349,3278
0810104040,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,18,5611
0810104040,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,349,3372
0810104040,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,18,3391
0810104040,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,349,3581
0810104040,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,18,3574
0810104040,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,349,3812
0810104040,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,18,5386
0810104040,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,349,3270
0810104040,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,18,5076
0810104040,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,349,3544
0810104041,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,45,2946
0810104041,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,607,11201
0810104041,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,45,3499
0810104041,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,607,11802
0810104041,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,3
0810104041,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,45,3882
0810104041,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,607,11237
0810104041,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,8
0810104041,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,45,4899
0810104041,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,607,11269
0810104041,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,45,5141
0810104041,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,607,11057
0810104041,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,45,4117
0810104041,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,607,12310
0810104041,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,45,4711
0810104041,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,607,12393
0810104041,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,45,3726
0810104041,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,607,12234
0810104041,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,45,4715
0810104041,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,607,11147
0810104041,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,45,4667
0810104041,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,607,10834
0810104041,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,45,4935
0810104041,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,607,11235
0810104041,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,45,4218
0810104041,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,607,11180
0810104041,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,45,5295
0810104041,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,607,10804
0810104041,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,45,4705
0810104041,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,607,12367
0810104041,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,45,3890
0810104041,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,607,12834
0810104041,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,45,4294
0810104041,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,607,11739
0810104041,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,6
0810104041,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,46,3918
0810104041,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,607,11067
0810104041,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,5
0810104041,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,46,4751
0810104041,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,607,11838
0810104041,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,4
0810104041,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,46,6368
0810104041,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,607,11383
0810104041,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,3
0810104041,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,46,4555
0810104041,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,607,11943
0810104041,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,46,3982
0810104041,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,607,12785
0810104041,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,46,4203
0810104041,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,607,14025
0810104041,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,46,4352
0810104041,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,607,12394
0810104041,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,4
0810104041,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,47,3852
0810104041,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,608,11310
0810104041,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,15
0810104041,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,47,4039
0810104041,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,608,10928
0810104041,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,47,4609
0810104041,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,608,12001
0810104041,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,47,5038
0810104041,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,608,11639
0810104041,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,0
0810104041,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,47,3912
0810104041,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,608,12158
0810104041,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,5
0810104041,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,47,3492
